y,rho,u1,u2,T,p
-0.381167,0.945506,0.700188,-1.42986,1.01469,11.551
-0.382165,0.945495,0.699828,-1.42911,1.0147,11.5511
-0.383162,0.945484,0.699463,-1.42835,1.01472,11.5512
-0.38416,0.945473,0.699092,-1.42758,1.01474,11.5512
-0.385157,0.945463,0.698716,-1.42679,1.01475,11.5513
-0.386155,0.945453,0.698337,-1.426,1.01477,11.5513
-0.387153,0.945443,0.697957,-1.4252,1.01479,11.5514
-0.38815,0.945433,0.697578,-1.4244,1.0148,11.5515
-0.389148,0.945423,0.697203,-1.42361,1.01482,11.5515
-0.390146,0.945414,0.696832,-1.42282,1.01484,11.5516
-0.391143,0.945404,0.696466,-1.42204,1.01485,11.5517
-0.392141,0.945395,0.696105,-1.42126,1.01487,11.5517
-0.393138,0.945386,0.695747,-1.4205,1.01488,11.5518
-0.394136,0.945377,0.695393,-1.41974,1.0149,11.5519
-0.395134,0.945369,0.695041,-1.41898,1.01491,11.5519
-0.396131,0.945361,0.694691,-1.41823,1.01493,11.552
-0.397129,0.945352,0.694345,-1.41749,1.01494,11.5521
-0.398127,0.945344,0.694004,-1.41675,1.01496,11.5521
-0.399124,0.945336,0.693668,-1.41602,1.01497,11.5522
-0.400122,0.945329,0.693335,-1.4153,1.01499,11.5523
-0.401119,0.945322,0.693006,-1.41458,1.015,11.5524
-0.402117,0.945315,0.692679,-1.41387,1.01502,11.5524
-0.403115,0.945308,0.692356,-1.41317,1.01503,11.5525
-0.404112,0.945302,0.692038,-1.41247,1.01504,11.5526
-0.40511,0.945295,0.691725,-1.41179,1.01506,11.5527
-0.406107,0.945289,0.69142,-1.41112,1.01507,11.5528
-0.407105,0.945284,0.691121,-1.41046,1.01509,11.5529
-0.408103,0.945278,0.690828,-1.4098,1.0151,11.5529
-0.4091,0.945273,0.690542,-1.40916,1.01511,11.553
-0.410098,0.945268,0.690261,-1.40852,1.01513,11.5531
-0.411096,0.945264,0.689988,-1.40789,1.01514,11.5532
-0.412093,0.94526,0.689725,-1.40728,1.01515,11.5533
-0.413091,0.945256,0.689474,-1.40669,1.01516,11.5534
-0.414088,0.945253,0.689239,-1.40612,1.01518,11.5535
-0.415086,0.945251,0.68902,-1.40559,1.01519,11.5536
-0.416084,0.945249,0.688823,-1.40509,1.0152,11.5537
-0.417081,0.945249,0.688644,-1.40462,1.01521,11.5538
-0.418079,0.945248,0.688483,-1.40418,1.01522,11.5539
-0.419077,0.945249,0.688341,-1.40378,1.01523,11.554
-0.420074,0.945249,0.688211,-1.4034,1.01523,11.5541
-0.421072,0.945249,0.688095,-1.40305,1.01524,11.5542
-0.422069,0.94525,0.687989,-1.40272,1.01525,11.5543
-0.423067,0.94525,0.687896,-1.40241,1.01526,11.5544
-0.424065,0.945251,0.687816,-1.40212,1.01527,11.5545
-0.425062,0.945251,0.687749,-1.40186,1.01528,11.5547
-0.42606,0.945251,0.687698,-1.40162,1.01529,11.5548
-0.427058,0.945252,0.687658,-1.4014,1.0153,11.5549
-0.428055,0.945253,0.687628,-1.4012,1.01531,11.555
-0.429053,0.945254,0.687605,-1.40101,1.01531,11.5551
-0.43005,0.945256,0.687583,-1.40082,1.01532,11.5552
-0.431048,0.945258,0.68756,-1.40063,1.01533,11.5553
-0.432046,0.94526,0.687533,-1.40042,1.01534,11.5554
-0.433043,0.945263,0.687503,-1.40021,1.01535,11.5556
-0.434041,0.945265,0.687469,-1.39999,1.01535,11.5557
-0.435039,0.945269,0.687433,-1.39976,1.01536,11.5558
-0.436036,0.945272,0.687397,-1.39954,1.01537,11.5559
-0.437034,0.945276,0.687363,-1.39931,1.01537,11.556
-0.438031,0.94528,0.687332,-1.39909,1.01538,11.5561
-0.439029,0.945284,0.687304,-1.39888,1.01538,11.5562
-0.440027,0.945288,0.687278,-1.39867,1.01539,11.5564
-0.441024,0.945293,0.687252,-1.39846,1.01539,11.5565
-0.442022,0.945297,0.687228,-1.39825,1.0154,11.5566
-0.44302,0.945302,0.687205,-1.39805,1.0154,11.5567
-0.444017,0.945307,0.687189,-1.39786,1.01541,11.5568
-0.445015,0.945312,0.68718,-1.39768,1.01541,11.5569
-0.446012,0.945316,0.687182,-1.39752,1.01541,11.557
-0.44701,0.945321,0.687196,-1.39738,1.01542,11.5571
-0.448008,0.945326,0.687222,-1.39727,1.01542,11.5572
-0.449005,0.94533,0.687262,-1.39718,1.01543,11.5573
-0.450003,0.945334,0.687314,-1.39711,1.01543,11.5574
-0.451001,0.945338,0.687378,-1.39706,1.01544,11.5575
-0.451998,0.945342,0.687456,-1.39704,1.01544,11.5576
-0.452996,0.945345,0.687545,-1.39704,1.01545,11.5577
-0.453993,0.945348,0.68765,-1.39707,1.01545,11.5578
-0.454991,0.945352,0.68777,-1.39712,1.01546,11.5579
-0.455989,0.945354,0.687905,-1.3972,1.01546,11.558
-0.456986,0.945357,0.688057,-1.39732,1.01547,11.5581
-0.457984,0.94536,0.688221,-1.39746,1.01547,11.5582
-0.458982,0.945364,0.688398,-1.39762,1.01548,11.5583
-0.459979,0.945367,0.688585,-1.39781,1.01548,11.5584
-0.460977,0.945371,0.688778,-1.398,1.01549,11.5585
-0.461975,0.945375,0.688977,-1.39822,1.01549,11.5586
-0.462972,0.945379,0.68918,-1.39844,1.0155,11.5587
-0.46397,0.945383,0.689387,-1.39867,1.0155,11.5588
-0.464967,0.945388,0.689598,-1.39891,1.0155,11.5589
-0.465965,0.945393,0.689813,-1.39916,1.01551,11.559
-0.466963,0.945399,0.690032,-1.39943,1.01551,11.5591
-0.46796,0.945404,0.690253,-1.3997,1.01551,11.5592
-0.468958,0.94541,0.690477,-1.39998,1.01551,11.5593
-0.469956,0.945417,0.690704,-1.40027,1.01551,11.5594
-0.470953,0.945423,0.690934,-1.40057,1.01552,11.5595
-0.471951,0.94543,0.691165,-1.40088,1.01552,11.5596
-0.472948,0.945438,0.691398,-1.40118,1.01552,11.5597
-0.473946,0.945446,0.69163,-1.40149,1.01552,11.5598
-0.474944,0.945454,0.691862,-1.40179,1.01552,11.5599
-0.475941,0.945462,0.692094,-1.4021,1.01552,11.56
-0.476939,0.945471,0.692325,-1.4024,1.01552,11.5601
-0.477937,0.94548,0.692557,-1.4027,1.01552,11.5602
-0.478934,0.94549,0.692791,-1.40301,1.01552,11.5603
-0.479932,0.945499,0.693029,-1.40333,1.01552,11.5604
-0.480929,0.945509,0.693272,-1.40365,1.01552,11.5605
-0.481927,0.945519,0.693519,-1.40399,1.01552,11.5606
-0.482925,0.945529,0.69377,-1.40434,1.01552,11.5607
-0.483922,0.945539,0.694024,-1.4047,1.01551,11.5608
-0.48492,0.945549,0.694282,-1.40507,1.01551,11.5609
-0.485918,0.94556,0.694542,-1.40545,1.01551,11.561
-0.486915,0.94557,0.694805,-1.40584,1.01551,11.5612
-0.487913,0.945581,0.695072,-1.40623,1.0155,11.5613
-0.48891,0.945592,0.695342,-1.40663,1.0155,11.5614
-0.489908,0.945603,0.695619,-1.40705,1.0155,11.5615
-0.490906,0.945615,0.695903,-1.40748,1.01549,11.5616
-0.491903,0.945627,0.696195,-1.40793,1.01549,11.5617
-0.492901,0.945639,0.696496,-1.40839,1.01549,11.5618
-0.493899,0.945652,0.696804,-1.40887,1.01548,11.5619
-0.494896,0.945665,0.697118,-1.40936,1.01548,11.562
-0.495894,0.945678,0.697437,-1.40987,1.01547,11.5621
-0.496891,0.945692,0.697761,-1.41038,1.01546,11.5622
-0.497889,0.945706,0.698088,-1.4109,1.01546,11.5622
-0.498887,0.945721,0.698418,-1.41142,1.01545,11.5623
-0.499884,0.945736,0.698749,-1.41195,1.01544,11.5624
-0.500882,0.945751,0.699082,-1.41248,1.01543,11.5625
-0.50188,0.945766,0.699415,-1.41302,1.01543,11.5626
-0.502877,0.945781,0.699749,-1.41355,1.01542,11.5627
-0.503875,0.945797,0.700083,-1.41409,1.01541,11.5628
-0.504872,0.945812,0.700417,-1.41463,1.0154,11.5629
-0.50587,0.945827,0.70075,-1.41516,1.01539,11.563
-0.506868,0.945842,0.701083,-1.4157,1.01538,11.5631
-0.507865,0.945857,0.701415,-1.41623,1.01538,11.5632
-0.508863,0.945871,0.701748,-1.41676,1.01537,11.5632
-0.509861,0.945884,0.702081,-1.4173,1.01536,11.5633
-0.510858,0.945897,0.702414,-1.41783,1.01535,11.5634
-0.511856,0.94591,0.702749,-1.41837,1.01535,11.5635
-0.512853,0.945923,0.703084,-1.41891,1.01534,11.5635
-0.513851,0.945936,0.703422,-1.41945,1.01533,11.5636
-0.514849,0.945949,0.703762,-1.42,1.01532,11.5637
-0.515846,0.945962,0.704106,-1.42056,1.01532,11.5638
-0.516844,0.945976,0.704456,-1.42113,1.01531,11.5638
-0.517842,0.945989,0.704812,-1.42171,1.0153,11.5639
-0.518839,0.946003,0.705173,-1.42231,1.01529,11.564
-0.519837,0.946017,0.705539,-1.42291,1.01528,11.564
-0.520834,0.946031,0.705908,-1.42353,1.01527,11.5641
-0.521832,0.946046,0.706282,-1.42415,1.01526,11.5642
-0.52283,0.946061,0.706659,-1.42477,1.01525,11.5643
-0.523827,0.946076,0.707039,-1.4254,1.01524,11.5643
-0.524825,0.946092,0.707422,-1.42604,1.01523,11.5644
-0.525823,0.946108,0.707809,-1.42668,1.01522,11.5645
-0.52682,0.946125,0.7082,-1.42733,1.01521,11.5645
-0.527818,0.946142,0.708594,-1.42799,1.0152,11.5646
-0.528815,0.946159,0.708992,-1.42866,1.01519,11.5647
-0.529813,0.946176,0.709392,-1.42933,1.01517,11.5648
-0.530811,0.946193,0.709794,-1.43001,1.01516,11.5648
-0.531808,0.94621,0.710199,-1.4307,1.01515,11.5649
-0.532806,0.946227,0.710606,-1.43139,1.01514,11.565
-0.533804,0.946244,0.711013,-1.43209,1.01512,11.565
-0.534801,0.946261,0.711419,-1.43278,1.01511,11.5651
-0.535799,0.946279,0.711824,-1.43348,1.0151,11.5651
-0.536796,0.946296,0.712226,-1.43418,1.01508,11.5652
-0.537794,0.946313,0.712625,-1.43487,1.01507,11.5653
-0.538792,0.946331,0.71302,-1.43556,1.01506,11.5653
-0.539789,0.946349,0.713411,-1.43624,1.01504,11.5654
-0.540787,0.946366,0.7138,-1.43692,1.01503,11.5654
-0.541785,0.946384,0.714186,-1.43759,1.01502,11.5655
-0.542782,0.946402,0.71457,-1.43826,1.015,11.5656
-0.54378,0.946421,0.714952,-1.43892,1.01499,11.5656
-0.544777,0.946439,0.715331,-1.43958,1.01497,11.5657
-0.545775,0.946458,0.715709,-1.44024,1.01496,11.5657
-0.546773,0.946477,0.716086,-1.44089,1.01494,11.5658
-0.54777,0.946495,0.716461,-1.44154,1.01493,11.5659
-0.548768,0.946514,0.716835,-1.44219,1.01491,11.5659
-0.549766,0.946532,0.717209,-1.44283,1.0149,11.566
-0.550763,0.94655,0.717584,-1.44348,1.01488,11.566
-0.551761,0.946568,0.717959,-1.44413,1.01487,11.5661
-0.552758,0.946587,0.718335,-1.44478,1.01485,11.5661
-0.553756,0.946605,0.718711,-1.44543,1.01484,11.5662
-0.554754,0.946623,0.719086,-1.44608,1.01482,11.5662
-0.555751,0.946642,0.719461,-1.44673,1.01481,11.5663
-0.556749,0.94666,0.719836,-1.44738,1.01479,11.5663
-0.557747,0.946679,0.720212,-1.44803,1.01478,11.5664
-0.558744,0.946697,0.720587,-1.44867,1.01476,11.5664
-0.559742,0.946716,0.720962,-1.44932,1.01474,11.5665
-0.560739,0.946735,0.721336,-1.44996,1.01473,11.5665
-0.561737,0.946754,0.72171,-1.4506,1.01471,11.5665
-0.562735,0.946773,0.722081,-1.45124,1.01469,11.5666
-0.563732,0.946791,0.722448,-1.45187,1.01468,11.5666
-0.56473,0.94681,0.722811,-1.45249,1.01466,11.5666
-0.565727,0.946829,0.723169,-1.4531,1.01464,11.5667
-0.566725,0.946847,0.723522,-1.45371,1.01462,11.5667
-0.567723,0.946866,0.723871,-1.4543,1.01461,11.5667
-0.56872,0.946885,0.724213,-1.45488,1.01459,11.5668
-0.569718,0.946903,0.724552,-1.45545,1.01457,11.5668
-0.570716,0.946921,0.724885,-1.45601,1.01455,11.5668
-0.571713,0.946939,0.725214,-1.45657,1.01454,11.5668
-0.572711,0.946957,0.725537,-1.45711,1.01452,11.5669
-0.573708,0.946974,0.725857,-1.45764,1.0145,11.5669
-0.574706,0.946991,0.726175,-1.45817,1.01449,11.5669
-0.575704,0.947009,0.726489,-1.4587,1.01447,11.5669
-0.576701,0.947026,0.726802,-1.45922,1.01445,11.5669
-0.577699,0.947043,0.727112,-1.45973,1.01444,11.5669
-0.578697,0.947059,0.72742,-1.46024,1.01442,11.567
-0.579694,0.947076,0.727725,-1.46074,1.0144,11.567
-0.580692,0.947093,0.728028,-1.46125,1.01439,11.567
-0.581689,0.947109,0.728329,-1.46174,1.01437,11.567
-0.582687,0.947125,0.72863,-1.46224,1.01435,11.567
-0.583685,0.947142,0.72893,-1.46274,1.01434,11.567
-0.584682,0.947158,0.72923,-1.46323,1.01432,11.5671
-0.58568,0.947174,0.729531,-1.46373,1.01431,11.5671
-0.586678,0.947191,0.729833,-1.46423,1.01429,11.5671
-0.587675,0.947208,0.730135,-1.46473,1.01427,11.5671
-0.588673,0.947225,0.730438,-1.46523,1.01426,11.5671
-0.58967,0.947242,0.730739,-1.46573,1.01424,11.5671
-0.590668,0.947259,0.731039,-1.46623,1.01422,11.5672
-0.591666,0.947277,0.731336,-1.46672,1.01421,11.5672
-0.592663,0.947294,0.73163,-1.46721,1.01419,11.5672
-0.593661,0.947312,0.731917,-1.46768,1.01417,11.5672
-0.594659,0.94733,0.732199,-1.46815,1.01415,11.5672
-0.595656,0.947347,0.732476,-1.4686,1.01414,11.5672
-0.596654,0.947365,0.732748,-1.46905,1.01412,11.5673
-0.597651,0.947382,0.733015,-1.46949,1.0141,11.5673
-0.598649,0.9474,0.733278,-1.46992,1.01408,11.5673
-0.599647,0.947417,0.733538,-1.47035,1.01407,11.5673
-0.600644,0.947434,0.733793,-1.47077,1.01405,11.5673
-0.601642,0.947452,0.734047,-1.47119,1.01403,11.5673
-0.60264,0.947469,0.734298,-1.47161,1.01401,11.5673
-0.603637,0.947486,0.734548,-1.47202,1.014,11.5673
-0.604635,0.947503,0.734796,-1.47243,1.01398,11.5673
-0.605632,0.94752,0.735043,-1.47284,1.01396,11.5673
-0.60663,0.947537,0.735289,-1.47325,1.01394,11.5673
-0.607628,0.947554,0.735534,-1.47365,1.01392,11.5673
-0.608625,0.947571,0.73578,-1.47405,1.0139,11.5673
-0.609623,0.947588,0.736026,-1.47446,1.01389,11.5673
-0.610621,0.947605,0.736272,-1.47486,1.01387,11.5673
-0.611618,0.947622,0.736519,-1.47526,1.01385,11.5673
-0.612616,0.94764,0.736766,-1.47567,1.01383,11.5673
-0.613613,0.947657,0.737013,-1.47607,1.01381,11.5673
-0.614611,0.947673,0.73726,-1.47647,1.01379,11.5673
-0.615609,0.94769,0.737505,-1.47687,1.01377,11.5673
-0.616606,0.947706,0.737749,-1.47726,1.01375,11.5673
-0.617604,0.947722,0.737991,-1.47766,1.01374,11.5673
-0.618602,0.947737,0.738231,-1.47804,1.01372,11.5672
-0.619599,0.947752,0.738467,-1.47842,1.0137,11.5672
-0.620597,0.947767,0.738699,-1.47879,1.01368,11.5672
-0.621594,0.947782,0.738927,-1.47915,1.01367,11.5672
-0.622592,0.947797,0.739152,-1.4795,1.01365,11.5672
-0.62359,0.947812,0.739375,-1.47985,1.01363,11.5672
-0.624587,0.947827,0.739595,-1.4802,1.01362,11.5671
-0.625585,0.947841,0.739812,-1.48053,1.0136,11.5671
-0.626583,0.947856,0.740025,-1.48086,1.01358,11.5671
-0.62758,0.94787,0.740234,-1.48118,1.01356,11.5671
-0.628578,0.947884,0.740439,-1.48148,1.01355,11.5671
-0.629575,0.947897,0.740639,-1.48179,1.01353,11.5671
-0.630573,0.947911,0.740836,-1.48208,1.01351,11.567
-0.631571,0.947924,0.741029,-1.48236,1.0135,11.567
-0.632568,0.947937,0.741218,-1.48264,1.01348,11.567
-0.633566,0.947949,0.741403,-1.48291,1.01347,11.567
-0.634564,0.947961,0.741585,-1.48318,1.01345,11.5669
-0.635561,0.947974,0.741764,-1.48343,1.01344,11.5669
-0.636559,0.947986,0.74194,-1.48369,1.01342,11.5669
-0.637556,0.947998,0.742112,-1.48393,1.01341,11.5669
-0.638554,0.94801,0.74228,-1.48417,1.01339,11.5668
-0.639552,0.948022,0.742445,-1.4844,1.01337,11.5668
-0.640549,0.948034,0.742608,-1.48462,1.01336,11.5668
-0.641547,0.948046,0.74277,-1.48484,1.01334,11.5667
-0.642545,0.948058,0.742931,-1.48506,1.01333,11.5667
-0.643542,0.94807,0.74309,-1.48528,1.01331,11.5667
-0.64454,0.948082,0.74325,-1.48549,1.0133,11.5666
-0.645537,0.948093,0.743411,-1.48571,1.01328,11.5666
-0.646535,0.948105,0.743571,-1.48593,1.01327,11.5666
-0.647533,0.948116,0.743732,-1.48615,1.01325,11.5665
-0.64853,0.948127,0.743892,-1.48638,1.01324,11.5665
-0.649528,0.948138,0.744052,-1.4866,1.01322,11.5664
-0.650526,0.948149,0.744212,-1.48683,1.01321,11.5664
-0.651523,0.948159,0.74437,-1.48705,1.01319,11.5664
-0.652521,0.94817,0.744526,-1.48727,1.01318,11.5663
-0.653518,0.94818,0.74468,-1.4875,1.01316,11.5663
-0.654516,0.94819,0.744832,-1.48772,1.01315,11.5662
-0.655514,0.9482,0.74498,-1.48793,1.01313,11.5662
-0.656511,0.94821,0.745124,-1.48814,1.01312,11.5662
-0.657509,0.948219,0.745264,-1.48834,1.0131,11.5661
-0.658507,0.948228,0.7454,-1.48853,1.01309,11.5661
-0.659504,0.948237,0.745533,-1.48871,1.01308,11.566
-0.660502,0.948245,0.745663,-1.48889,1.01306,11.566
-0.6615,0.948254,0.745789,-1.48907,1.01305,11.5659
-0.662497,0.948261,0.745914,-1.48923,1.01304,11.5659
-0.663495,0.948269,0.746037,-1.4894,1.01303,11.5658
-0.664492,0.948276,0.746159,-1.48956,1.01301,11.5658
-0.66549,0.948283,0.746281,-1.48973,1.013,11.5657
-0.666488,0.948289,0.746402,-1.48989,1.01299,11.5656
-0.667485,0.948295,0.746523,-1.49006,1.01298,11.5656
-0.668483,0.948301,0.746644,-1.49022,1.01297,11.5655
-0.669481,0.948307,0.746764,-1.49039,1.01296,11.5655
-0.670478,0.948313,0.746883,-1.49055,1.01294,11.5654
-0.671476,0.948318,0.747002,-1.49071,1.01293,11.5654
-0.672473,0.948323,0.74712,-1.49087,1.01292,11.5653
-0.673471,0.948328,0.747237,-1.49103,1.01291,11.5652
-0.674469,0.948333,0.747352,-1.49118,1.0129,11.5652
-0.675466,0.948338,0.747467,-1.49134,1.01289,11.5651
-0.676464,0.948343,0.74758,-1.49149,1.01288,11.5651
-0.677462,0.948347,0.747692,-1.49164,1.01287,11.565
-0.678459,0.948352,0.747802,-1.49178,1.01286,11.5649
-0.679457,0.948356,0.747911,-1.49193,1.01285,11.5649
-0.680454,0.94836,0.748019,-1.49207,1.01284,11.5648
-0.681452,0.948364,0.748126,-1.49221,1.01283,11.5648
-0.68245,0.948368,0.748231,-1.49235,1.01282,11.5647
-0.683447,0.948372,0.748336,-1.49249,1.01281,11.5646
-0.684445,0.948375,0.748438,-1.49262,1.0128,11.5646
-0.685443,0.948378,0.74854,-1.49275,1.01279,11.5645
-0.68644,0.948381,0.748641,-1.49289,1.01279,11.5644
-0.687438,0.948384,0.748742,-1.49302,1.01278,11.5644
-0.688435,0.948387,0.748842,-1.49315,1.01277,11.5643
-0.689433,0.948389,0.748941,-1.49328,1.01276,11.5642
-0.690431,0.948391,0.74904,-1.49341,1.01275,11.5642
-0.691428,0.948394,0.749138,-1.49354,1.01274,11.5641
-0.692426,0.948396,0.749236,-1.49368,1.01273,11.564
-0.693424,0.948398,0.749333,-1.49381,1.01273,11.564
-0.694421,0.9484,0.749429,-1.49394,1.01272,11.5639
-0.695419,0.948401,0.749524,-1.49406,1.01271,11.5638
-0.696416,0.948403,0.749617,-1.49419,1.0127,11.5638
-0.697414,0.948405,0.749707,-1.49431,1.0127,11.5637
-0.698412,0.948407,0.749795,-1.49443,1.01269,11.5636
-0.699409,0.948409,0.749881,-1.49454,1.01268,11.5636
-0.700407,0.948411,0.749965,-1.49465,1.01267,11.5635
-0.701405,0.948413,0.750045,-1.49475,1.01266,11.5634
-0.702402,0.948414,0.750124,-1.49485,1.01265,11.5633
-0.7034,0.948416,0.750202,-1.49495,1.01265,11.5633
-0.704397,0.948418,0.750278,-1.49505,1.01264,11.5632
-0.705395,0.948419,0.750354,-1.49515,1.01263,11.5631
-0.706393,0.948421,0.750429,-1.49525,1.01262,11.5631
-0.70739,0.948422,0.750505,-1.49535,1.01261,11.563
-0.708388,0.948423,0.750581,-1.49545,1.01261,11.5629
-0.709386,0.948425,0.750657,-1.49556,1.0126,11.5628
-0.710383,0.948426,0.750734,-1.49566,1.01259,11.5628
-0.711381,0.948426,0.750811,-1.49577,1.01258,11.5627
-0.712378,0.948427,0.750888,-1.49588,1.01258,11.5626
-0.713376,0.948428,0.750965,-1.49598,1.01257,11.5625
-0.714374,0.948428,0.751041,-1.49609,1.01256,11.5625
-0.715371,0.948428,0.751116,-1.49619,1.01256,11.5624
-0.716369,0.948428,0.75119,-1.4963,1.01255,11.5623
-0.717367,0.948428,0.751264,-1.4964,1.01254,11.5622
-0.718364,0.948428,0.751335,-1.4965,1.01253,11.5622
-0.719362,0.948428,0.751405,-1.49659,1.01253,11.5621
-0.720359,0.948427,0.751473,-1.49668,1.01252,11.562
-0.721357,0.948427,0.751538,-1.49677,1.01252,11.5619
-0.722355,0.948426,0.751601,-1.49685,1.01251,11.5618
-0.723352,0.948425,0.751662,-1.49693,1.0125,11.5618
-0.72435,0.948425,0.75172,-1.497,1.0125,11.5617
-0.725348,0.948424,0.751775,-1.49707,1.01249,11.5616
-0.726345,0.948422,0.751827,-1.49713,1.01249,11.5615
-0.727343,0.948421,0.751877,-1.49719,1.01248,11.5614
-0.72834,0.94842,0.751923,-1.49725,1.01247,11.5614
-0.729338,0.948418,0.751966,-1.49729,1.01247,11.5613
-0.730336,0.948417,0.752005,-1.49733,1.01246,11.5612
-0.731333,0.948415,0.752041,-1.49737,1.01246,11.5611
-0.732331,0.948413,0.752072,-1.49739,1.01245,11.561
-0.733329,0.948411,0.7521,-1.49741,1.01245,11.5609
-0.734326,0.948409,0.752123,-1.49743,1.01244,11.5609
-0.735324,0.948407,0.752143,-1.49743,1.01244,11.5608
-0.736321,0.948406,0.752159,-1.49744,1.01243,11.5607
-0.737319,0.948404,0.752174,-1.49744,1.01243,11.5606
-0.738317,0.948402,0.752186,-1.49744,1.01242,11.5605
-0.739314,0.9484,0.752197,-1.49743,1.01242,11.5605
-0.740312,0.948398,0.752208,-1.49743,1.01241,11.5604
-0.74131,0.948396,0.752218,-1.49743,1.01241,11.5603
-0.742307,0.948393,0.752229,-1.49743,1.0124,11.5602
-0.743305,0.948391,0.752241,-1.49744,1.0124,11.5601
-0.744302,0.948389,0.752254,-1.49745,1.01239,11.56
-0.7453,0.948387,0.752268,-1.49746,1.01239,11.5599
